40.591961,-73.788284,Rockaway Waterfront Alliance R.I.S.E.
40.768942,-73.929913,Hellgate Farm
40.768942,-73.929913,Hellgate Farm
40.768942,-73.929913,Hellgate Farm
40.767066,-73.921406,30th Ave N/W Commuter Drop-Off
40.772294,-73.928786,Astoria Library
40.772294,-73.928786,Astoria Library
40.772294,-73.928786,Astoria Library
40.7584821,-73.9186052,Queens Library at Broadway
40.7769984,-73.9096802,Queens Library at Steinway
40.774513,-73.912463,Ditmars Blvd N/W Commuter Drop-Off
40.7655407,-73.9373446,Junkluggers
40.7675822,-73.9359557,Socrates Sculpture Park
40.748406,-73.721002,Queens County Farm Museum
40.82127,-73.91537,We Stay/Nos Quedamos CLOSED: Thanksgiving (11/22/2018)
40.81844,-73.9272,149th St - Grand Concourse CLOSED: 11/23/2018
40.82135,-73.924049,New Roots Community Farm
40.8269197,-73.9225039,Bronx Borough Hall Greenmarket
40.839961,-73.916663,170 Farmstand
40.82805,-73.9257,161st Street - Yankee Stadium CLOSED: 11/23/2018
40.8534,-73.9077,Burnside Ave
40.80766,-73.9193,Brook Ave CLOSED: 11/23/2018
40.80948,-73.918294,Brook Park
40.81622,-73.9176,3rd Ave - 149th St
40.8312021,-73.9004133,"Learn it, Grow it, Eat it Youthmarket"
40.829353,-73.903424,St. Augustine Food Pantry
40.829353,-73.903424,St. Augustine Food Pantry
40.8326398,-73.9187735,BronxWorks CLOSED: Thanksgiving (11/22/2018)
40.846452,-73.894096,La Familia Verde Farmer's Market
40.86115,-73.8908,Fordham Plaza Greenmarket CLOSED: 11/23/2018
40.8641072,-73.8950656,Poe Park Greenmarket
40.87094,-73.883947,Bainbridge Avenue Community Garden
40.820403,-73.895686,Kelly Street Garden
40.844772,-73.887226,Mary Mitchell Center CLOSED: 11/22/2018; 11/23/2018
40.8797653,-73.9067806,Church of the Mediator/La Iglesia El Mediador
40.8745635,-73.8916183,Lehman College
40.881233,-73.887583,Meg's Community Garden @ Dewitt Clinton High School Campus
40.861671,-73.89978,Commonwise Education
40.862707,-73.901042,Fordham Road
40.833022,-73.8627284,Parkchester Greenmarket CLOSED: 11/23/2018
40.818032,-73.888644,Project H.O.P.E. Fresh Food Box
40.69132,-73.9735,Fort Greene Greenmarket
40.6937566,-73.9904735,Brooklyn Borough Hall Greenmarket CLOSED: Thanksgiving (11/22/2018)
40.6937566,-73.9904735,Brooklyn Borough Hall Greenmarket CLOSED: Thanksgiving (11/22/2018)
40.6929796,-73.9081621,Irving Square Park
40.66496,-73.886675,UCC Youth Farm
40.66496,-73.886675,UCC Youth Farm
40.66496,-73.886675,UCC Youth Farm
40.680355,-73.882995,Essex Community Garden
40.66809,-73.865533,Pink Houses Community Farm
40.66809,-73.865533,Pink Houses Community Farm
40.676782,-73.932943,Imani Garden
40.673815,-73.9949411,Big Reuse Brooklyn
40.677447,-73.972347,7 Ave B/Q CLOSED: 11/21/2018
40.648502,-73.976416,East 4th Street Community Garden
40.648502,-73.976416,East 4th Street Community Garden
40.648502,-73.976416,East 4th Street Community Garden
40.725018,-73.94472,Park Church Co-op
40.720471,-73.952713,McCarren Park Greenmarket
40.65507,-73.96169,Parkside
40.650381,-73.963432,"Q Gardens Community Farm, Inc."
40.650381,-73.963432,"Q Gardens Community Farm, Inc."
40.650381,-73.963432,"Q Gardens Community Farm, Inc."
40.6408302,-73.9652999,Cortelyou Greenmarket
40.680852,-73.9955995,Carroll Gardens Greenmarket
40.6722226,-74.0109856,Red Hook Community Farm
40.6722226,-74.0109856,Red Hook Community Farm
40.683282,-73.935667,462 Halsey Community Farm Fresh Food Box CLOSED: 11/24/2018
40.678708,-73.911357,Phoenix Community Garden
40.678708,-73.911357,Phoenix Community Garden
40.633663,-73.885955,Bay View Houses Farm
40.697523,-73.913913,Bushwick Grows! Community Garden
40.6706998,-73.9579619,Franklin Avenue 2/3/4/5 CLOSED: 11/21/2018
40.678196,-73.967427,Prospect Heights Community Farm
40.6726424,-73.9704304,Grand Army Plaza Greenmarket
40.7497177,-73.8626075,Corona Greenmarket
40.7373468,-73.877195,Grand Ave Newtown M/R Commuter Drop-Off CLOSED: Thanksgiving (11/22/2018)
40.738397,-73.877742,St. James Compost
40.595401,-73.776541,Edgemere Farm
40.7562501,-73.8258451,Flushing Greenmarket
40.75197,-73.830325,Queens Botanical Garden Drop-Off
40.717411,-73.857513,The Compost Collective
40.7222304,-73.8467632,Forest Hills Greenmarket
40.7532152,-73.8896812,Jackson Heights Greenmarket
40.7096804,-73.8190304,Commuter Composting at Briarwood E/F
40.7132717,-73.8299268,Commuter Composting at Kew Gardens E/F
40.754084,-73.94267,Commuter Composting at 21st Street F train
40.752149,-73.925454,Brooklyn Grange
40.743438,-73.942852,Smiling Hogshead Ranch
40.7427437,-73.9541298,Commuter Composting at Vernon Jackson 7
