40.73758038,-73.98373406,NE corner of 3 AV and E 21 ST
40.73863986,-74.00332377,SE corner of 8 AV and HORATIO ST
40.8153358,-73.95820389,SE corner of W 125 ST and BROADWAY
40.81575803,-73.95856867,SW corner of W 125 ST and BROADWAY
40.79015215,-73.947596,SE corner of LEXINGTON AV and E 103 ST
40.80479568,-73.93883823,SE corner of E 125 ST and PARK AV
40.73947001,-73.98299097,SW corner of 3 AV and E 24 ST
40.73750275,-73.98438572,SW corner of 3 AV and E 21 ST
40.73455987,-73.98651003,SW corner of 3 AV and E 16 ST
40.73620204,-73.98481487,SE corner of 3 AV and E 19 ST
40.73535657,-73.98294805,SW corner of 2 AV and E 19 ST
40.73407208,-73.98344158,SE corner of 2 AV and E 17 ST
40.71916839,-74.00855585,SE corner of HUDSON ST and FRANKLIN ST
40.71915213,-74.00889918,SW corner of HUDSON ST and FRANKLIN ST
40.73865092,-74.00250896,S corner of GREENWICH AV and HORATIO ST
40.72295563,-73.98601237,SW corner of AV A and E 2 ST
40.72955534,-73.98966325,NE corner of 3 AV and ST MARKS PLACE
40.73967349,-74.0027831,SW corner of 8 AV and W 14 ST
40.67231279,-73.91115743,NE corner of ROCKAWAY AV and PROSPECT PL
40.84419537,-73.78560455,SW corner of CITY ISLAND AV and CENTRE ST
40.84998064,-73.84538594,Location Description T/K
40.84537857,-73.78553057,NE corner of CITY ISLAND AV and SCHOFIELD ST
40.88383383,-73.86297471,NW corner of WHITE PLAINS RD and E 219 ST
40.84847367,-73.84578956,Location Description T/K
40.88185751,-73.86342918,SE corner of WHITE PLAINS RD and E 217 ST
40.84776772,-73.84645144,Location Description T/K
40.84524801,-73.78599908,NW corner of CITY ISLAND AV and SCHOFIELD ST
40.84834233,-73.78716557,SW corner of CITY ISLAND AV and TIER ST
40.77733343,-73.95483468,SE corner of 3 AV and E 84 ST
40.80675251,-73.91777704,W corner of E 138 ST and ST ANN'S AV
40.84924397,-73.78695345,NE corner of CITY ISLAND AV and REVILLE ST
40.87633995,-73.84939089,W corner of BOSTON RD and SEYMOUR AV
40.85339077,-73.78979362,N corner of CITY ISLAND AV and CROSS ST
40.85312945,-73.79012333,S corner of CITY ISLAND AV and CROSS ST
40.84035861,-73.84362504,SW corner of LANE AVE and BENSON ST
40.84072621,-73.84356608,NW corner of LANE AVE and BENSON ST
40.80625044,-73.91765622,E corner of E 137 ST and ST ANN'S AV
40.8655884,-73.86817641,NE corner of ALLERTON AV and OLINVILLE AV
40.8691313,-73.84274798,S corner of EASTCHESTER RD and ADEE AV
40.84275049,-73.84626948,W corner of E TREMONT AVE and ST RAYMOND AVENUE
40.86525471,-73.86857816,SW corner of ALLERTON AV and OLINVILLE AV
40.88292425,-73.86282663,E corner of WHITE PLAINS RD and E 218 ST
40.86522295,-73.86813363,SE corner of ALLERTON AV and OLINVILLE AV
40.84268892,-73.84855793,S corner of E TREMONT AVE and OVERING ST
40.86520091,-73.86759524,SW corner of WHITE PLAINS RD and ALLERTON AV
40.86522568,-73.86706944,SE corner of WHITE PLAINS RD and ALLERTON AV
40.84258716,-73.84946837,S corner of E TREMONT AV and MONTGOMERY PL
40.86523649,-73.86652384,SW corner of ALLERTON AV and CRUGER AV
